Epoch,Loss Train,Loss Validate (*8.78),Loss Test (*8.01)
0.0,21.92578488588333,49.920192470153175,46.77342271041869
1.0,19.825484693050385,130.86644780531265,121.85980569458006
2.0,20.667171448469162,50.909443520140236,48.5541275320053
3.0,18.65543556213379,103.5398876604281,97.96548331546782
4.0,17.70446217060089,153.10928731633908,142.59324787807464
5.0,16.850701093673706,167.69392628000494,132.41830057144165
6.0,16.48896762728691,91.35980168769235,79.52254641675948
7.0,16.596217066049576,48.151867371117866,44.59613678264618
8.0,16.490779042243958,132.13787097889082,119.00310911655424
9.0,16.055541962385178,57.182858296653684,49.7008121163845
10.0,16.007573276758194,45.620551663532595,39.4428463025093
11.0,15.575544893741608,111.7112373887447,89.33399668216704
12.0,15.634763300418854,3248.9858949128543,3174.5459778747554
13.0,15.40701162815094,884.210125672386,963.9945867309569
14.0,15.088555544614792,179.64070200920108,160.07129692173
15.0,15.036587983369827,40.07412692486194,36.31050805187225
16.0,15.341586619615555,99.72523869600214,90.02226962137222
17.0,14.630801171064377,431.15617315052896,460.3058008499145
18.0,14.357958048582077,384.2169907424403,410.8444130134582
19.0,14.257361561059952,44.80645757861305,37.38764703249931
20.0,14.609111532568932,88.25928459198852,70.10088173818588
21.0,14.362282484769821,195.16299814822383,191.75312887382506
22.0,13.745752081274986,293.79595034582576,256.7001196708679
23.0,13.930644661188126,741.9248996701158,705.2993671112059
24.0,14.182555258274078,46.156982200971825,46.09126702737808
25.0,14.37570235133171,193.57199653960242,203.38615397167203
26.0,13.814995616674423,172.05144091790314,183.1021391906738
27.0,13.59154762327671,78.91977807578812,75.94639445352553
28.0,13.489844352006912,233.68622984488806,190.93292300510404
29.0,13.239199787378311,117.04604716572847,99.35412862634658
30.0,12.873984321951866,758.9797641687227,705.6470006217955
31.0,13.047991633415222,112.08025501433173,91.96115677833556
32.0,12.463763564825058,1065.056032239345,1000.5092066574095
33.0,12.401339411735535,38.91828072959917,38.48973497700691
34.0,12.010551199316978,150.66888134521352,127.31547602272032
35.0,11.579307839274406,143.5121063790366,145.284735581398
36.0,11.905964821577072,256.70047576385633,227.25337828063962
37.0,11.7129418104887,139.06268701172974,143.5347220497131
38.0,11.662485986948013,244.28316682890843,216.05111474418638
39.0,11.503328293561935,292.78085211494516,250.5894313468933
40.0,11.276417031884193,94.53934198827075,79.59063669013976
41.0,11.244150966405869,57.466284939594445,41.39210835647582
42.0,10.928910195827484,354.4964710857001,384.46405892181394
43.0,10.748420119285583,408.7476444487509,418.14345280838006
44.0,10.497295051813126,232.19746132482564,211.10301152706143
45.0,10.30371943116188,299.40001022606566,274.085073392868
46.0,10.294484063982964,121.30784670721022,101.02649605846403
47.0,10.311260253190994,479.6581127199819,513.5025487327575
48.0,9.669693171977997,1585.3618148931942,1173.9229638366699
49.0,9.732470780611038,1732.4242555509536,1194.3311232147216
50.0,10.212859347462654,230.1111940762453,168.8951926450729
51.0,10.383867233991623,414.89840758474253,383.5061565570831
52.0,9.901967987418175,273.3722329767127,255.1762164611816
53.0,9.731634095311165,513.8552162814559,469.56515776824943
54.0,10.58431838452816,3586.1875988475067,2825.857045852661
55.0,9.67810045927763,314.7379616289808,286.66183322143553
56.0,9.099317848682404,119.54121235692712,106.75301725864409
57.0,8.393495231866837,311.7748277480143,271.59942639541623
58.0,8.604050189256668,78.35566136397814,72.48080893611908
59.0,8.694006457924843,47.40918537399226,45.513865537643426
60.0,8.502259880304337,129.3868030415227,118.09025564670561
61.0,9.712611854076385,80.83870738535597,76.9339599738121
62.0,9.110652774572372,431.93378594883706,418.0432894210815
63.0,8.545608147978783,370.2064472708786,283.4802013225555
64.0,9.031348198652267,433.5494206166712,455.71589601135247
65.0,8.508172795176506,231.21116731877916,182.68329138660428
66.0,8.6140878200531,486.5260697698646,519.1356023063659
67.0,8.459209576249123,312.7210791921407,260.5513123683929
68.0,8.207907110452652,66.47660979158,46.85530616497993
69.0,7.615592397749424,69.54641942523028,60.16806126332283
