use one gpu
using features: ['videos', 'aus', 'si', 'auwise', 'crossau']
using lr: 0.0007
using fold: 8
train size: 1001, validate size: 125, test size: 114
Epoch: 0 | Train Accuracy: 0.7092906832695007 | Train Loss: 28.849703431129456
Epoch: 0 | Validate Accuracy: 0.7440000176429749 | Validate Loss: 55.22212147188186
Epoch: 0 | Test Accuracy: 0.7543859481811523 | Test Loss: 62.33128794923164
Epoch: 1 | Train Accuracy: 0.8301698565483093 | Train Loss: 23.148063480854034
Epoch: 1 | Validate Accuracy: 0.7680000066757202 | Validate Loss: 52.074176008224484
Epoch: 1 | Test Accuracy: 0.7631579041481018 | Test Loss: 59.38214952171895
Epoch: 2 | Train Accuracy: 0.8971028923988342 | Train Loss: 19.727903008461
Epoch: 2 | Validate Accuracy: 0.7599999904632568 | Validate Loss: 51.91389015007019
Epoch: 2 | Test Accuracy: 0.7543859481811523 | Test Loss: 68.40690684161689
Epoch: 3 | Train Accuracy: 0.9440559148788452 | Train Loss: 16.690174788236618
Epoch: 3 | Validate Accuracy: 0.7760000228881836 | Validate Loss: 54.70829820632934
Epoch: 3 | Test Accuracy: 0.7105262875556946 | Test Loss: 64.92378123235285
Epoch: 4 | Train Accuracy: 0.9750249981880188 | Train Loss: 13.990630894899368
Epoch: 4 | Validate Accuracy: 0.7839999794960022 | Validate Loss: 55.41056121873855
Epoch: 4 | Test Accuracy: 0.6842105388641357 | Test Loss: 67.18403257246604
Epoch: 5 | Train Accuracy: 0.9850149750709534 | Train Loss: 12.693645119667053
Epoch: 5 | Validate Accuracy: 0.7279999852180481 | Validate Loss: 60.94174309825897
Epoch: 5 | Test Accuracy: 0.6491228342056274 | Test Loss: 81.36975270091442
Epoch: 6 | Train Accuracy: 0.9990010261535645 | Train Loss: 11.54826807975769
Epoch: 6 | Validate Accuracy: 0.7519999742507935 | Validate Loss: 64.1493437423706
Epoch: 6 | Test Accuracy: 0.7280701994895935 | Test Loss: 71.47896644551504
Epoch: 7 | Train Accuracy: 0.9960039854049683 | Train Loss: 11.444451302289963
Epoch: 7 | Validate Accuracy: 0.7519999742507935 | Validate Loss: 66.36460954475402
Epoch: 7 | Test Accuracy: 0.7105262875556946 | Test Loss: 79.86675687421832
Epoch: 8 | Train Accuracy: 0.9980019927024841 | Train Loss: 11.160173952579498
Epoch: 8 | Validate Accuracy: 0.7760000228881836 | Validate Loss: 65.14866431307792
Epoch: 8 | Test Accuracy: 0.7543859481811523 | Test Loss: 79.82058982943235
Epoch: 9 | Train Accuracy: 0.9980019927024841 | Train Loss: 10.933747291564941
Epoch: 9 | Validate Accuracy: 0.7680000066757202 | Validate Loss: 67.43013141870497
Epoch: 9 | Test Accuracy: 0.7719298005104065 | Test Loss: 86.04500769627722
Epoch: 10 | Train Accuracy: 1.0 | Train Loss: 10.565912514925003
Epoch: 10 | Validate Accuracy: 0.7599999904632568 | Validate Loss: 68.27542872953414
Epoch: 10 | Test Accuracy: 0.719298243522644 | Test Loss: 82.20435401640441
Epoch: 11 | Train Accuracy: 1.0 | Train Loss: 10.383101552724838
Epoch: 11 | Validate Accuracy: 0.7760000228881836 | Validate Loss: 70.13784541130065
Epoch: 11 | Test Accuracy: 0.7368420958518982 | Test Loss: 100.11589507941615
Epoch: 12 | Train Accuracy: 1.0 | Train Loss: 10.231205940246582
Epoch: 12 | Validate Accuracy: 0.7680000066757202 | Validate Loss: 65.47453827190398
Epoch: 12 | Test Accuracy: 0.7368420958518982 | Test Loss: 84.58886767008849
Epoch: 13 | Train Accuracy: 1.0 | Train Loss: 10.101287841796875
Epoch: 13 | Validate Accuracy: 0.7680000066757202 | Validate Loss: 66.20807537460327
