Epoch,Loss Train,Loss Validate (*7.92),Loss Test (*7.92)
0.0,22.24442559480667,46.03324956893921,46.079933395385744
1.0,22.083974301815033,45.983577075004575,45.94748552799225
2.0,21.928414821624756,45.92589498996735,45.539011960029605
3.0,21.7619566321373,46.531282138824466,45.34493928909302
4.0,21.582961678504944,46.466867880821226,45.04834602355957
5.0,21.42662262916565,46.7509130859375,45.26145392417908
6.0,21.310862600803375,46.6154770231247,44.81309432029724
7.0,21.194311499595642,47.24105597019196,45.04592053413391
8.0,21.036765694618225,47.345277428627014,44.835838594436645
9.0,20.877883911132812,47.760902366638184,45.15619202613831
10.0,20.771297097206116,49.51806182384491,46.55878439426422
11.0,20.628024339675903,49.13310294628143,45.558022170066835
12.0,20.403581500053406,56.713720893859865,52.18711277961731
13.0,20.232941448688507,54.94418237686157,50.12198697566986
14.0,20.09681725502014,64.8482534980774,59.30232566356659
15.0,19.756705582141876,83.69430822372436,76.99829383850097
16.0,19.21991330385208,148.1201092529297,141.60790429115295
17.0,18.722314924001694,39.78032980442047,41.54608067750931
18.0,18.671292334794998,42.311161379814145,48.02083642244339
19.0,18.456468880176544,42.91203649520874,46.55688431739807
20.0,17.882903039455414,41.838620052337646,43.12521473407745
21.0,17.527464538812637,46.38463279008865,47.28363138198853
22.0,17.53316295146942,42.188514368534086,46.501099712848664
23.0,17.04936984181404,33.113291945457455,36.053753893375394
24.0,17.217596501111984,42.127390666008,42.91700525522232
25.0,17.13418358564377,42.8560623550415,45.28657648086548
26.0,16.81790041923523,33.37410216093063,34.90518716812134
27.0,16.681346654891968,34.47268529891968,35.50620059967041
28.0,16.878929376602173,46.89617408037186,46.264526925086976
29.0,16.78664430975914,64.39126778125762,64.32846611022948
30.0,16.668612360954285,43.77309373855591,45.642874646186826
31.0,16.505361139774323,44.45244132041931,46.225198402404786
32.0,16.524616986513138,33.79885832548141,34.34581822872162
33.0,16.369523644447327,37.433104662895204,36.25324119329453
34.0,16.613269358873367,81.8836978340149,82.21892143249512
35.0,16.43029972910881,56.119918785095216,58.27487691879272
36.0,16.39954501390457,38.46046324253082,37.388973548412324
37.0,16.20410516858101,34.41300494670868,34.012381646633145
38.0,16.16542026400566,40.23345683097839,40.759728555679324
39.0,16.153595000505447,33.24046822071075,33.072198593616484
40.0,16.246857821941376,32.660333683490755,33.10733939409256
41.0,16.104664236307144,35.483065688610075,36.48011225938797
42.0,16.038413107395172,43.57763578176498,41.16863076210022
43.0,16.0222627222538,44.862763509750366,43.81367702007294
44.0,16.144450396299362,34.313192610740664,32.948855752944944
45.0,16.0764499604702,39.271211171150206,39.139364247322085
46.0,16.17609503865242,34.16121030092239,32.92148874521256
47.0,16.144665777683258,37.185091760158535,36.33767730474472
48.0,15.910768389701843,33.10039573431015,32.228799319267274
49.0,15.71629649400711,40.22489727973938,40.40304683446884
50.0,15.921467870473862,34.04709923744202,34.2960078907013
51.0,15.824444979429245,32.216843469142916,32.2226588845253
52.0,15.916055023670197,43.116759982109066,41.063336055278775
53.0,15.703526794910431,34.61910569429398,33.673279531002045
54.0,15.874813467264175,33.800617253780366,32.51496269702911
55.0,15.684360712766647,34.51797298192978,32.56844667434692
56.0,16.08471319079399,49.75241588830948,49.267814383506774
57.0,15.624898910522461,50.57725058555603,48.579878690242765
58.0,15.909253507852554,65.41931841373443,65.82576680660247
59.0,15.927469849586487,33.544305381774905,31.990110719203948
60.0,15.501686990261078,44.26605510950088,42.0961883354187
61.0,15.564541846513748,37.301581106185914,34.640367908477785
62.0,15.59642305970192,36.781326370239256,35.031928668022154
63.0,15.69735062122345,41.3805504655838,38.89239461660385
64.0,15.982935756444931,79.02650763988495,79.36631833076477
65.0,16.11382085084915,33.629013168811795,31.313957390785216
66.0,15.651059627532959,43.421141910552976,43.00229557514191
67.0,15.726498275995255,47.8858726644516,45.09482143163681
68.0,15.593802571296692,65.38234787464141,63.21336977005005
69.0,15.656799554824829,33.301643614768984,31.10807119846344
