Epoch,Loss Train,Loss Validate (*8.78),Loss Test (*8.01)
0.0,24.18087750673294,50.62560760138328,46.27514794826507
1.0,23.415492475032806,50.9963031531426,46.44872222805023
2.0,23.459639608860016,52.55565605038091,46.43501186084747
3.0,22.95398312807083,50.93201387765115,46.07483835697174
4.0,22.49733704328537,49.758658318665994,45.929874755382535
5.0,22.7370103597641,49.848159403131724,46.00046329021453
6.0,22.795911729335785,49.968712589197,45.639196737289424
7.0,22.282568633556366,49.164871334506756,45.0153950767517
8.0,22.186260640621185,47.877960054497976,45.556707332611076
9.0,21.997867703437805,47.37247825296302,44.33890415620803
10.0,21.714556455612183,48.83561312734035,44.600523298263546
11.0,21.822175800800323,50.38211727612897,45.3024932398796
12.0,21.419745087623596,47.97948767218674,44.21270567703247
13.0,21.48419952392578,47.29945706223187,44.95698520851135
14.0,21.58301031589508,48.54612585274797,44.51206794595718
15.0,21.368201076984406,46.06454422233398,44.30695228004455
16.0,21.11801451444626,47.984776855560774,44.05453575181961
17.0,21.025169730186462,47.42840720634712,44.98466130590438
18.0,21.153989136219025,45.8638488650322,43.652432600021356
19.0,20.964239537715912,46.78477178853855,44.019785861015315
20.0,20.678586900234222,45.37860737505712,43.53484056949615
21.0,20.505475997924805,44.619382418038555,43.633377748012535
22.0,19.699961066246033,44.17947895380489,43.90055998468399
23.0,19.783027172088623,44.70786135970501,43.5953916683197
24.0,19.835163593292236,51.03225531206843,47.0950636100769
25.0,20.053025871515274,45.43694330987178,43.263888984203334
26.0,19.590785682201385,41.990488054851696,43.23078463339805
27.0,19.30290350317955,40.838679794679614,43.752173564434045
28.0,19.095814764499664,46.20538691679637,43.39266257238388
29.0,19.0715711414814,44.032402653704615,44.528524777889245
30.0,18.977079808712006,42.60254211253242,43.72819855976104
31.0,18.89449942111969,42.8075654830849,43.868021489620205
32.0,18.754384726285934,44.54866719821044,43.356843975543974
33.0,18.257872343063354,43.935124805360516,44.06303766870498
34.0,18.579335659742355,41.997647110568856,44.34942177009582
35.0,17.9699105322361,45.94005607434533,44.223875301837914
36.0,18.229005724191666,45.66257361309571,43.592702003955836
37.0,18.123118489980698,49.4735042910304,45.08377460241317
38.0,17.7721848487854,47.272396446581475,45.040371963500974
39.0,17.783555179834366,46.70782374812846,45.443683674335475
40.0,17.22592994570732,42.3956157664458,45.41350358772277
41.0,17.236907988786697,45.57366760101235,45.92774116182327
42.0,17.12253513932228,47.30206397123504,47.240481137275694
43.0,16.5563745200634,45.660222632320306,45.09446452665328
44.0,16.091402113437653,46.720695001514336,46.419618484497065
45.0,16.731392860412598,41.80943270302133,46.955073143005364
46.0,15.775160789489746,44.45188105655345,45.7346791062355
47.0,15.553354322910309,55.96413880508197,47.568405637025826
48.0,16.03730270266533,45.8606552575764,45.02318722772598
49.0,15.102799266576767,42.367936788420934,44.365876692771906
50.0,15.131424486637115,43.31122124456523,43.20233743524551
51.0,14.811976939439774,53.57935352205185,45.25709805369377
52.0,14.714637130498886,41.97274382856855,44.991163754463194
53.0,13.972774058580399,46.48906935712225,47.89121046686172
54.0,14.218571990728378,39.4009286565216,45.5210810933113
55.0,14.028239667415619,44.152921558995,43.53921610689163
56.0,13.506702855229378,42.143244627013544,44.02251824498176
57.0,12.903975427150726,53.97521037752169,42.176082513093945
58.0,11.5383942425251,45.412317675979516,40.87073732471465
59.0,12.13969500362873,63.220520520680836,47.6778618505001
60.0,12.021195486187935,41.0813329886449,42.21370798206329
61.0,11.922614336013794,52.81004399845475,41.44033377599716
62.0,11.748861610889435,45.29054869998966,42.59953353333473
63.0,11.695538982748985,46.028657484734275,41.760615762710565
64.0,11.974053263664246,48.638367567407464,45.673267648935315
65.0,10.77486003935337,44.59792291464513,47.20053854751586
66.0,10.621668562293053,47.285387551836806,45.65624901843071
67.0,10.821324720978737,48.52663553127072,46.359900775909416
68.0,10.858192205429077,58.85685029207615,46.410476012229914
69.0,10.76365241408348,46.493933694404475,45.814182434558866
70.0,9.786439225077629,43.78756046216739,46.385492920398704
71.0,10.043377578258514,52.739000886940126,43.299750061988824
72.0,9.788804814219475,47.1193106743066,50.67339809155464
73.0,9.53285414725542,53.52536077823556,46.51821580457687
74.0,9.532386519014835,48.22580740437435,47.90300179314613
75.0,9.751692980527878,48.578860983383244,46.98304469776153
76.0,8.791799992322922,48.106036068577524,46.707339303731914
77.0,7.955781012773514,45.12797905975267,45.8997285580635
78.0,8.319271564483643,53.76391990561235,48.57627800393104
79.0,8.67213824391365,43.030324084488186,47.31121095705032
