use one gpu
using features: ['auwise']
using lr: 0.0001
using fold: 10
train size: 991, validate size: 125, test size: 124
Epoch: 0 | Train Accuracy: 0.5287588238716125 | Train Loss: 23.399645566940308
Epoch: 0 | Validate Accuracy: 0.47999998927116394 | Validate Loss: 48.140491385936734
Epoch: 0 | Test Accuracy: 0.45967742800712585 | Test Loss: 48.77686810493469
Epoch: 1 | Train Accuracy: 0.6296669840812683 | Train Loss: 22.82155853509903
Epoch: 1 | Validate Accuracy: 0.5920000076293945 | Validate Loss: 47.4380858669281
Epoch: 1 | Test Accuracy: 0.5645161271095276 | Test Loss: 47.904823741124524
Epoch: 2 | Train Accuracy: 0.6508577466011047 | Train Loss: 22.364507019519806
Epoch: 2 | Validate Accuracy: 0.6800000071525574 | Validate Loss: 45.93900197696686
Epoch: 2 | Test Accuracy: 0.6451612710952759 | Test Loss: 45.844183273853794
Epoch: 3 | Train Accuracy: 0.6942482590675354 | Train Loss: 21.874528229236603
Epoch: 3 | Validate Accuracy: 0.7200000286102295 | Validate Loss: 44.80430841350555
Epoch: 3 | Test Accuracy: 0.6854838728904724 | Test Loss: 44.42838228037281
Epoch: 4 | Train Accuracy: 0.7235115766525269 | Train Loss: 21.44236522912979
Epoch: 4 | Validate Accuracy: 0.7599999904632568 | Validate Loss: 43.99115804719925
Epoch: 4 | Test Accuracy: 0.7016128897666931 | Test Loss: 43.42261750851908
Epoch: 5 | Train Accuracy: 0.7235115766525269 | Train Loss: 21.025327265262604
Epoch: 5 | Validate Accuracy: 0.7599999904632568 | Validate Loss: 43.094110040664674
Epoch: 5 | Test Accuracy: 0.7016128897666931 | Test Loss: 42.75577084191384
Epoch: 6 | Train Accuracy: 0.7245206832885742 | Train Loss: 20.673085272312164
Epoch: 6 | Validate Accuracy: 0.7599999904632568 | Validate Loss: 42.472763580322265
Epoch: 6 | Test Accuracy: 0.7338709831237793 | Test Loss: 41.99371385382068
Epoch: 7 | Train Accuracy: 0.7487386465072632 | Train Loss: 20.205523014068604
Epoch: 7 | Validate Accuracy: 0.7599999904632568 | Validate Loss: 41.71911379623413
Epoch: 7 | Test Accuracy: 0.7419354915618896 | Test Loss: 40.970197181547846
Epoch: 8 | Train Accuracy: 0.7558022141456604 | Train Loss: 19.854288399219513
Epoch: 8 | Validate Accuracy: 0.7519999742507935 | Validate Loss: 40.952693939208984
Epoch: 8 | Test Accuracy: 0.7580645084381104 | Test Loss: 40.154430048119636
Epoch: 9 | Train Accuracy: 0.7487386465072632 | Train Loss: 19.497437179088593
Epoch: 9 | Validate Accuracy: 0.7599999904632568 | Validate Loss: 40.318110058307646
Epoch: 9 | Test Accuracy: 0.75 | Test Loss: 39.47306260706917
Epoch: 10 | Train Accuracy: 0.7558022141456604 | Train Loss: 19.33989703655243
Epoch: 10 | Validate Accuracy: 0.7440000176429749 | Validate Loss: 39.92862047100067
Epoch: 10 | Test Accuracy: 0.774193525314331 | Test Loss: 38.95456001595144
Epoch: 11 | Train Accuracy: 0.7608476281166077 | Train Loss: 18.899291813373566
Epoch: 11 | Validate Accuracy: 0.7599999904632568 | Validate Loss: 39.4099421081543
Epoch: 11 | Test Accuracy: 0.7580645084381104 | Test Loss: 38.1988628631638
Epoch: 12 | Train Accuracy: 0.7719475030899048 | Train Loss: 18.59512358903885
Epoch: 12 | Validate Accuracy: 0.7360000014305115 | Validate Loss: 39.303935239553454
Epoch: 12 | Test Accuracy: 0.7661290168762207 | Test Loss: 37.50538310600865
Epoch: 13 | Train Accuracy: 0.7628657817840576 | Train Loss: 18.371494948863983
Epoch: 13 | Validate Accuracy: 0.7519999742507935 | Validate Loss: 38.25931808662415
Epoch: 13 | Test Accuracy: 0.774193525314331 | Test Loss: 37.03096968848859
Epoch: 14 | Train Accuracy: 0.786074697971344 | Train Loss: 17.997698664665222
Epoch: 14 | Validate Accuracy: 0.7519999742507935 | Validate Loss: 37.97508142137527
Epoch: 14 | Test Accuracy: 0.774193525314331 | Test Loss: 36.553198910528614
Epoch: 15 | Train Accuracy: 0.7780020236968994 | Train Loss: 17.77992022037506
Epoch: 15 | Validate Accuracy: 0.7599999904632568 | Validate Loss: 37.644020682811735
