use one gpu
using features: ['d1da27']
using fold: 1
train size: 991, validate size: 124, test size: 125
Epoch: 0 | Train Accuracy: 0.5903128385543823 | Train Loss: 21.854621410369873
Epoch: 0 | Validate Accuracy: 0.5564516186714172 | Validate Loss (NORMALIZED): 46.14991171802244
Epoch: 0 | Test Accuracy: 0.6800000071525574 | Test Loss (NORMALIZED): 45.26114709329605
Epoch: 1 | Train Accuracy: 0.6377396583557129 | Train Loss: 20.669493436813354
Epoch: 1 | Validate Accuracy: 0.5967742204666138 | Validate Loss (NORMALIZED): 44.525449915759026
Epoch: 1 | Test Accuracy: 0.6639999747276306 | Test Loss (NORMALIZED): 42.44683263921738
Epoch: 2 | Train Accuracy: 0.6922300457954407 | Train Loss: 18.939193040132523
Epoch: 2 | Validate Accuracy: 0.6290322542190552 | Validate Loss (NORMALIZED): 43.45446622612015
Epoch: 2 | Test Accuracy: 0.6240000128746033 | Test Loss (NORMALIZED): 42.111683908462524
Epoch: 3 | Train Accuracy: 0.7507568001747131 | Train Loss: 17.674885660409927
Epoch: 3 | Validate Accuracy: 0.524193525314331 | Validate Loss (NORMALIZED): 56.854505835040925
Epoch: 3 | Test Accuracy: 0.4959999918937683 | Test Loss (NORMALIZED): 60.22758184671402
Epoch: 4 | Train Accuracy: 0.7517659068107605 | Train Loss: 17.127537727355957
Epoch: 4 | Validate Accuracy: 0.6048387289047241 | Validate Loss (NORMALIZED): 47.42841319908057
Epoch: 4 | Test Accuracy: 0.5360000133514404 | Test Loss (NORMALIZED): 51.5847824010849
Epoch: 5 | Train Accuracy: 0.7578203678131104 | Train Loss: 16.55940517783165
Epoch: 5 | Validate Accuracy: 0.5322580933570862 | Validate Loss (NORMALIZED): 64.1502272755869
Epoch: 5 | Test Accuracy: 0.4959999918937683 | Test Loss (NORMALIZED): 64.91834803771972
Epoch: 6 | Train Accuracy: 0.7961654663085938 | Train Loss: 15.357999473810196
Epoch: 6 | Validate Accuracy: 0.5322580933570862 | Validate Loss (NORMALIZED): 85.68558900202474
Epoch: 6 | Test Accuracy: 0.4959999918937683 | Test Loss (NORMALIZED): 87.24472293806076
Epoch: 7 | Train Accuracy: 0.776992917060852 | Train Loss: 15.928151994943619
Epoch: 7 | Validate Accuracy: 0.7419354915618896 | Validate Loss (NORMALIZED): 33.23315004427587
Epoch: 7 | Test Accuracy: 0.7360000014305115 | Test Loss (NORMALIZED): 34.23351998758316
Epoch: 8 | Train Accuracy: 0.779011070728302 | Train Loss: 15.327555000782013
Epoch: 8 | Validate Accuracy: 0.5403226017951965 | Validate Loss (NORMALIZED): 62.97510443868176
Epoch: 8 | Test Accuracy: 0.5040000081062317 | Test Loss (NORMALIZED): 61.49928859615326
Epoch: 9 | Train Accuracy: 0.7406659722328186 | Train Loss: 17.585389345884323
Epoch: 9 | Validate Accuracy: 0.5322580933570862 | Validate Loss (NORMALIZED): 93.18589983255633
Epoch: 9 | Test Accuracy: 0.4959999918937683 | Test Loss (NORMALIZED): 93.82497131156921
Epoch: 10 | Train Accuracy: 0.6972754597663879 | Train Loss: 19.034664928913116
Epoch: 10 | Validate Accuracy: 0.5483871102333069 | Validate Loss (NORMALIZED): 46.61906949454738
Epoch: 10 | Test Accuracy: 0.6240000128746033 | Test Loss (NORMALIZED): 42.123549056529995
Epoch: 11 | Train Accuracy: 0.7204843759536743 | Train Loss: 17.763825476169586
Epoch: 11 | Validate Accuracy: 0.6209677457809448 | Validate Loss (NORMALIZED): 45.10960919626297
Epoch: 11 | Test Accuracy: 0.6880000233650208 | Test Loss (NORMALIZED): 43.33936027431488
Epoch: 12 | Train Accuracy: 0.7436932325363159 | Train Loss: 17.193554282188416
Epoch: 12 | Validate Accuracy: 0.6854838728904724 | Validate Loss (NORMALIZED): 40.46086850161514
Epoch: 12 | Test Accuracy: 0.6800000071525574 | Test Loss (NORMALIZED): 39.48123081350327
Epoch: 13 | Train Accuracy: 0.7901110053062439 | Train Loss: 15.353124469518661
Epoch: 13 | Validate Accuracy: 0.5483871102333069 | Validate Loss (NORMALIZED): 80.90778595112985
Epoch: 13 | Test Accuracy: 0.5839999914169312 | Test Loss (NORMALIZED): 82.48090308380127
Epoch: 14 | Train Accuracy: 0.8052472472190857 | Train Loss: 14.40423059463501
Epoch: 14 | Validate Accuracy: 0.6129032373428345 | Validate Loss (NORMALIZED): 48.38872975231178
Epoch: 14 | Test Accuracy: 0.5920000076293945 | Test Loss (NORMALIZED): 45.837714185237886
Epoch: 15 | Train Accuracy: 0.8153380155563354 | Train Loss: 13.611044704914093
Epoch: 15 | Validate Accuracy: 0.5887096524238586 | Validate Loss (NORMALIZED): 63.5224875702012
Epoch: 15 | Test Accuracy: 0.656000018119812 | Test Loss (NORMALIZED): 62.17835674071312
Epoch: 16 | Train Accuracy: 0.8324924111366272 | Train Loss: 13.022052466869354
Epoch: 16 | Validate Accuracy: 0.7580645084381104 | Validate Loss (NORMALIZED): 40.05682055724244
Epoch: 16 | Test Accuracy: 0.7120000123977661 | Test Loss (NORMALIZED): 39.739824790477755
Epoch: 17 | Train Accuracy: 0.8415741920471191 | Train Loss: 12.623394936323166
Epoch: 17 | Validate Accuracy: 0.5806451439857483 | Validate Loss (NORMALIZED): 60.85486796546367
Epoch: 17 | Test Accuracy: 0.5600000023841858 | Test Loss (NORMALIZED): 60.74495787382126
Epoch: 18 | Train Accuracy: 0.8506559133529663 | Train Loss: 12.18109729886055
Epoch: 18 | Validate Accuracy: 0.6854838728904724 | Validate Loss (NORMALIZED): 42.9485877961401
Epoch: 18 | Test Accuracy: 0.6880000233650208 | Test Loss (NORMALIZED): 43.15685417604446
Epoch: 19 | Train Accuracy: 0.8425832390785217 | Train Loss: 11.68076178431511
Epoch: 19 | Validate Accuracy: 0.6854838728904724 | Validate Loss (NORMALIZED): 44.56633606841488
Epoch: 19 | Test Accuracy: 0.5759999752044678 | Test Loss (NORMALIZED): 44.91589250183105
Epoch: 20 | Train Accuracy: 0.871846616268158 | Train Loss: 11.24833458662033
Epoch: 20 | Validate Accuracy: 0.7016128897666931 | Validate Loss (NORMALIZED): 50.88993922404705
Epoch: 20 | Test Accuracy: 0.7039999961853027 | Test Loss (NORMALIZED): 46.77561328840256
Epoch: 21 | Train Accuracy: 0.8627648949623108 | Train Loss: 11.295716017484665
Epoch: 21 | Validate Accuracy: 0.7419354915618896 | Validate Loss (NORMALIZED): 38.38386566576458
