use one gpu
using features: {'auwise', 'crossau', 'si', 'aus', 'videos'}
using lr: 0.005
using fold: 9
train size: 1001, validate size: 114, test size: 125
Epoch: 0 | Train Accuracy: 0.5174825191497803 | Train Loss: 30.642075061798096
Epoch: 0 | Validate Accuracy: 0.6052631735801697 | Validate Loss: 68.30180198581596
Epoch: 0 | Test Accuracy: 0.5680000185966492 | Test Loss: 62.14863105821609
Epoch: 1 | Train Accuracy: 0.6713286638259888 | Train Loss: 29.243710100650787
Epoch: 1 | Validate Accuracy: 0.6929824352264404 | Validate Loss: 68.50148148076576
Epoch: 1 | Test Accuracy: 0.671999990940094 | Test Loss: 60.40180980253219
Epoch: 2 | Train Accuracy: 0.7852147817611694 | Train Loss: 28.20286136865616
Epoch: 2 | Validate Accuracy: 0.7368420958518982 | Validate Loss: 65.50443684793356
Epoch: 2 | Test Accuracy: 0.6800000071525574 | Test Loss: 58.67855449342727
Epoch: 3 | Train Accuracy: 0.8301698565483093 | Train Loss: 27.089741110801697
Epoch: 3 | Validate Accuracy: 0.7543859481811523 | Validate Loss: 63.13509309134986
Epoch: 3 | Test Accuracy: 0.7120000123977661 | Test Loss: 57.70092903709411
Epoch: 4 | Train Accuracy: 0.8651348948478699 | Train Loss: 26.216937124729156
Epoch: 4 | Validate Accuracy: 0.7719298005104065 | Validate Loss: 62.80814504205136
Epoch: 4 | Test Accuracy: 0.7519999742507935 | Test Loss: 56.30198997259139
Epoch: 5 | Train Accuracy: 0.8831169009208679 | Train Loss: 25.3953657746315
Epoch: 5 | Validate Accuracy: 0.7894737124443054 | Validate Loss: 61.07609502160759
Epoch: 5 | Test Accuracy: 0.7839999794960022 | Test Loss: 55.37844037342071
Epoch: 6 | Train Accuracy: 0.9060938954353333 | Train Loss: 24.657609283924103
Epoch: 6 | Validate Accuracy: 0.8070175647735596 | Validate Loss: 62.79333470055932
Epoch: 6 | Test Accuracy: 0.8080000281333923 | Test Loss: 54.81685754680633
Epoch: 7 | Train Accuracy: 0.9140859246253967 | Train Loss: 23.992031514644623
Epoch: 7 | Validate Accuracy: 0.8157894611358643 | Validate Loss: 62.14525586628078
Epoch: 7 | Test Accuracy: 0.8080000281333923 | Test Loss: 54.08930834817886
Epoch: 8 | Train Accuracy: 0.9210789203643799 | Train Loss: 23.36129915714264
Epoch: 8 | Validate Accuracy: 0.8157894611358643 | Validate Loss: 58.93737452385719
Epoch: 8 | Test Accuracy: 0.8080000281333923 | Test Loss: 53.26648059368133
Epoch: 9 | Train Accuracy: 0.9250749349594116 | Train Loss: 22.86901205778122
Epoch: 9 | Validate Accuracy: 0.8245614171028137 | Validate Loss: 57.22650531195758
Epoch: 9 | Test Accuracy: 0.8080000281333923 | Test Loss: 52.898047648429866
Epoch: 10 | Train Accuracy: 0.928071916103363 | Train Loss: 22.456952810287476
Epoch: 10 | Validate Accuracy: 0.8245614171028137 | Validate Loss: 59.97182909333915
Epoch: 10 | Test Accuracy: 0.8159999847412109 | Test Loss: 52.20333526611328
Epoch: 11 | Train Accuracy: 0.9290709495544434 | Train Loss: 21.965803742408752
Epoch: 11 | Validate Accuracy: 0.8070175647735596 | Validate Loss: 56.56989553675317
Epoch: 11 | Test Accuracy: 0.8159999847412109 | Test Loss: 52.13005229377746
Epoch: 12 | Train Accuracy: 0.9290709495544434 | Train Loss: 21.72757238149643
Epoch: 12 | Validate Accuracy: 0.8070175647735596 | Validate Loss: 62.46479298775657
Epoch: 12 | Test Accuracy: 0.8159999847412109 | Test Loss: 51.687575537681575
Epoch: 13 | Train Accuracy: 0.9330669045448303 | Train Loss: 21.4209566116333
Epoch: 13 | Validate Accuracy: 0.8070175647735596 | Validate Loss: 56.406069545369405
Epoch: 13 | Test Accuracy: 0.8159999847412109 | Test Loss: 51.31207548141479
Epoch: 14 | Train Accuracy: 0.9330669045448303 | Train Loss: 21.033724427223206
Epoch: 14 | Validate Accuracy: 0.8070175647735596 | Validate Loss: 55.23057340059365
Epoch: 14 | Test Accuracy: 0.8240000009536743 | Test Loss: 51.06240398597717
Epoch: 15 | Train Accuracy: 0.9320679306983948 | Train Loss: 20.755552411079407
