Epoch,Accuracy Train,Accuracy Validate,Accuracy Test
0.0,0.4343434274196625,0.47999998927116394,0.5040000081062317
1.0,0.48181816935539246,0.47999998927116394,0.5040000081062317
2.0,0.5020201802253723,0.47999998927116394,0.5040000081062317
3.0,0.5070707201957703,0.527999997138977,0.6320000290870667
4.0,0.6272727251052856,0.5120000243186951,0.5040000081062317
5.0,0.7323232293128967,0.7200000286102295,0.6880000233650208
6.0,0.7484848499298096,0.6800000071525574,0.6159999966621399
7.0,0.7464646697044373,0.7680000066757202,0.7279999852180481
8.0,0.7484848499298096,0.7039999961853027,0.671999990940094
9.0,0.7515151500701904,0.7680000066757202,0.7519999742507935
10.0,0.752525269985199,0.7599999904632568,0.7279999852180481
11.0,0.7494949698448181,0.7680000066757202,0.7279999852180481
12.0,0.760606050491333,0.7919999957084656,0.7279999852180481
13.0,0.7616161704063416,0.7599999904632568,0.7039999961853027
14.0,0.7494949698448181,0.7760000228881836,0.7519999742507935
15.0,0.7666666507720947,0.7760000228881836,0.7200000286102295
16.0,0.752525269985199,0.7680000066757202,0.7360000014305115
17.0,0.7808080911636353,0.7519999742507935,0.7279999852180481
18.0,0.7545454502105713,0.7599999904632568,0.7279999852180481
19.0,0.7636363506317139,0.7599999904632568,0.7279999852180481
20.0,0.7565656304359436,0.7760000228881836,0.7039999961853027
21.0,0.7585858702659607,0.7680000066757202,0.7440000176429749
22.0,0.760606050491333,0.7440000176429749,0.7360000014305115
23.0,0.7595959305763245,0.7760000228881836,0.7599999904632568
24.0,0.7585858702659607,0.800000011920929,0.7519999742507935
25.0,0.7676767706871033,0.7680000066757202,0.7519999742507935
26.0,0.760606050491333,0.7760000228881836,0.7360000014305115
27.0,0.7616161704063416,0.800000011920929,0.7440000176429749
28.0,0.7676767706871033,0.7519999742507935,0.7279999852180481
29.0,0.7626262903213501,0.7519999742507935,0.7279999852180481
30.0,0.7696969509124756,0.7680000066757202,0.7440000176429749
31.0,0.7555555701255798,0.7120000123977661,0.6639999747276306
32.0,0.7686868906021118,0.7760000228881836,0.7519999742507935
33.0,0.7595959305763245,0.7599999904632568,0.7039999961853027
34.0,0.765656590461731,0.7519999742507935,0.7279999852180481
35.0,0.765656590461731,0.7839999794960022,0.7599999904632568
36.0,0.7686868906021118,0.7919999957084656,0.7519999742507935
37.0,0.7626262903213501,0.7760000228881836,0.7519999742507935
38.0,0.7545454502105713,0.7760000228881836,0.7599999904632568
39.0,0.7535353302955627,0.7680000066757202,0.7120000123977661
40.0,0.7636363506317139,0.671999990940094,0.6639999747276306
41.0,0.7575757503509521,0.6639999747276306,0.6320000290870667
42.0,0.7505050301551819,0.7760000228881836,0.7440000176429749
43.0,0.7626262903213501,0.7760000228881836,0.7200000286102295
44.0,0.7666666507720947,0.7760000228881836,0.7599999904632568
45.0,0.7636363506317139,0.7519999742507935,0.7120000123977661
46.0,0.7646464705467224,0.7839999794960022,0.7360000014305115
47.0,0.760606050491333,0.7839999794960022,0.7519999742507935
48.0,0.7646464705467224,0.7440000176429749,0.7279999852180481
49.0,0.7545454502105713,0.7760000228881836,0.7360000014305115
50.0,0.7636363506317139,0.7760000228881836,0.7360000014305115
51.0,0.7505050301551819,0.7519999742507935,0.7279999852180481
52.0,0.765656590461731,0.7760000228881836,0.7200000286102295
53.0,0.7676767706871033,0.7599999904632568,0.7440000176429749
54.0,0.7505050301551819,0.7519999742507935,0.7120000123977661
55.0,0.760606050491333,0.7919999957084656,0.7279999852180481
56.0,0.7636363506317139,0.7760000228881836,0.7440000176429749
57.0,0.7616161704063416,0.7839999794960022,0.7200000286102295
58.0,0.7646464705467224,0.7839999794960022,0.7599999904632568
59.0,0.7585858702659607,0.7680000066757202,0.7360000014305115
60.0,0.7666666507720947,0.7760000228881836,0.7599999904632568
61.0,0.7595959305763245,0.7760000228881836,0.7519999742507935
62.0,0.7595959305763245,0.7760000228881836,0.7200000286102295
63.0,0.7646464705467224,0.7680000066757202,0.7599999904632568
64.0,0.7545454502105713,0.7919999957084656,0.7440000176429749
65.0,0.7595959305763245,0.7760000228881836,0.7279999852180481
66.0,0.7707070708274841,0.800000011920929,0.7680000066757202
67.0,0.7616161704063416,0.7680000066757202,0.7200000286102295
68.0,0.7707070708274841,0.7839999794960022,0.7200000286102295
69.0,0.7707070708274841,0.7360000014305115,0.7360000014305115
