use one gpu
using features: ['crossau']
using lr: 5e-05
using fold: 2
train size: 989, validate size: 126, test size: 125
Epoch: 0 | Train Accuracy: 0.6541961431503296 | Train Loss: 27.019984543323517
Epoch: 0 | Validate Accuracy: 0.658730149269104 | Validate Loss: 53.72843852071535
Epoch: 0 | Test Accuracy: 0.6320000290870667 | Test Loss: 55.1371428360939
Epoch: 1 | Train Accuracy: 0.7502527832984924 | Train Loss: 25.100041389465332
Epoch: 1 | Validate Accuracy: 0.7698412537574768 | Validate Loss: 49.2204704904367
Epoch: 1 | Test Accuracy: 0.7200000286102295 | Test Loss: 52.54727963399887
Epoch: 2 | Train Accuracy: 0.7765419483184814 | Train Loss: 23.563312232494354
Epoch: 2 | Validate Accuracy: 0.8333333134651184 | Validate Loss: 45.48636286031632
Epoch: 2 | Test Accuracy: 0.6959999799728394 | Test Loss: 50.557603960514065
Epoch: 3 | Train Accuracy: 0.7856420874595642 | Train Loss: 22.272308468818665
Epoch: 3 | Validate Accuracy: 0.8333333134651184 | Validate Loss: 42.984767807854546
Epoch: 3 | Test Accuracy: 0.7200000286102295 | Test Loss: 49.17979667663574
Epoch: 4 | Train Accuracy: 0.8028311133384705 | Train Loss: 21.326390147209167
Epoch: 4 | Validate Accuracy: 0.8253968358039856 | Validate Loss: 41.31013497047954
Epoch: 4 | Test Accuracy: 0.7200000286102295 | Test Loss: 48.108573677062985
Epoch: 5 | Train Accuracy: 0.8109201192855835 | Train Loss: 20.52366554737091
Epoch: 5 | Validate Accuracy: 0.817460298538208 | Validate Loss: 39.97137104234998
Epoch: 5 | Test Accuracy: 0.7279999852180481 | Test Loss: 47.5450095076561
Epoch: 6 | Train Accuracy: 0.8311425447463989 | Train Loss: 19.79893857240677
Epoch: 6 | Validate Accuracy: 0.817460298538208 | Validate Loss: 39.128404175478316
Epoch: 6 | Test Accuracy: 0.7279999852180481 | Test Loss: 47.25830895471573
Epoch: 7 | Train Accuracy: 0.8372092843055725 | Train Loss: 19.28008744120598
Epoch: 7 | Validate Accuracy: 0.8253968358039856 | Validate Loss: 38.467756955160034
Epoch: 7 | Test Accuracy: 0.7279999852180481 | Test Loss: 46.41876446056366
Epoch: 8 | Train Accuracy: 0.8442871570587158 | Train Loss: 18.87899523973465
Epoch: 8 | Validate Accuracy: 0.841269850730896 | Validate Loss: 37.71926590942201
Epoch: 8 | Test Accuracy: 0.7360000014305115 | Test Loss: 46.61050950288772
Epoch: 9 | Train Accuracy: 0.856420636177063 | Train Loss: 18.064689993858337
Epoch: 9 | Validate Accuracy: 0.817460298538208 | Validate Loss: 37.551761876023
Epoch: 9 | Test Accuracy: 0.7120000123977661 | Test Loss: 46.59119403982162
Epoch: 10 | Train Accuracy: 0.8554095029830933 | Train Loss: 17.727490097284317
Epoch: 10 | Validate Accuracy: 0.8333333134651184 | Validate Loss: 37.044038404074925
Epoch: 10 | Test Accuracy: 0.7279999852180481 | Test Loss: 46.02766665458679
Epoch: 11 | Train Accuracy: 0.8796764612197876 | Train Loss: 17.10795831680298
