Epoch,Accuracy Train,Accuracy Validate,Accuracy Test
0.0,0.5121212005615234,0.4880000054836273,0.5040000081062317
1.0,0.6212121248245239,0.4880000054836273,0.5040000081062317
2.0,0.6373737454414368,0.6159999966621399,0.6240000128746033
3.0,0.6535353660583496,0.6240000128746033,0.6320000290870667
4.0,0.6646464467048645,0.656000018119812,0.6399999856948853
5.0,0.6525252461433411,0.6639999747276306,0.6480000019073486
6.0,0.6515151262283325,0.6880000233650208,0.656000018119812
7.0,0.6555555462837219,0.6959999799728394,0.6639999747276306
8.0,0.657575786113739,0.671999990940094,0.6399999856948853
9.0,0.6696969866752625,0.6800000071525574,0.6639999747276306
10.0,0.6696969866752625,0.7039999961853027,0.671999990940094
11.0,0.6676767468452454,0.6880000233650208,0.671999990940094
12.0,0.6676767468452454,0.6880000233650208,0.6880000233650208
13.0,0.6626262664794922,0.7039999961853027,0.6800000071525574
14.0,0.6565656661987305,0.7039999961853027,0.6800000071525574
15.0,0.6686868667602539,0.6959999799728394,0.6880000233650208
16.0,0.657575786113739,0.6800000071525574,0.6480000019073486
17.0,0.6757575869560242,0.6880000233650208,0.671999990940094
18.0,0.6484848260879517,0.7120000123977661,0.671999990940094
19.0,0.6616161465644836,0.6959999799728394,0.6880000233650208
20.0,0.6666666865348816,0.7039999961853027,0.6880000233650208
21.0,0.6777777671813965,0.7039999961853027,0.671999990940094
22.0,0.6636363863945007,0.6959999799728394,0.6639999747276306
23.0,0.6757575869560242,0.6800000071525574,0.6639999747276306
24.0,0.6646464467048645,0.6959999799728394,0.656000018119812
25.0,0.6707070469856262,0.6399999856948853,0.6320000290870667
26.0,0.6707070469856262,0.6800000071525574,0.656000018119812
27.0,0.678787887096405,0.6800000071525574,0.7279999852180481
28.0,0.6949495077133179,0.6480000019073486,0.6959999799728394
29.0,0.7111111283302307,0.671999990940094,0.7039999961853027
30.0,0.7171717286109924,0.7200000286102295,0.7200000286102295
31.0,0.7292929291725159,0.7519999742507935,0.7039999961853027
32.0,0.7333333492279053,0.7279999852180481,0.6880000233650208
33.0,0.7272727489471436,0.7279999852180481,0.671999990940094
34.0,0.7555555701255798,0.7680000066757202,0.7039999961853027
35.0,0.7515151500701904,0.7360000014305115,0.7039999961853027
36.0,0.7505050301551819,0.7519999742507935,0.6959999799728394
37.0,0.752525269985199,0.7519999742507935,0.7279999852180481
38.0,0.7484848499298096,0.7760000228881836,0.7200000286102295
39.0,0.7484848499298096,0.7680000066757202,0.7039999961853027
40.0,0.7626262903213501,0.7279999852180481,0.671999990940094
41.0,0.7585858702659607,0.7919999957084656,0.7360000014305115
42.0,0.7626262903213501,0.7760000228881836,0.7279999852180481
43.0,0.765656590461731,0.7440000176429749,0.7360000014305115
44.0,0.7626262903213501,0.7599999904632568,0.7519999742507935
45.0,0.7484848499298096,0.7599999904632568,0.7200000286102295
46.0,0.7575757503509521,0.7440000176429749,0.7440000176429749
47.0,0.7585858702659607,0.7599999904632568,0.7440000176429749
48.0,0.7676767706871033,0.7839999794960022,0.7279999852180481
49.0,0.7636363506317139,0.7599999904632568,0.7360000014305115
50.0,0.7575757503509521,0.7839999794960022,0.7279999852180481
51.0,0.7676767706871033,0.7760000228881836,0.7599999904632568
52.0,0.7747474908828735,0.7599999904632568,0.7360000014305115
53.0,0.7666666507720947,0.7680000066757202,0.7599999904632568
54.0,0.7717171907424927,0.7839999794960022,0.7279999852180481
55.0,0.7626262903213501,0.7680000066757202,0.7440000176429749
56.0,0.7585858702659607,0.7760000228881836,0.7599999904632568
57.0,0.773737370967865,0.7760000228881836,0.7599999904632568
58.0,0.7666666507720947,0.7760000228881836,0.7680000066757202
59.0,0.7787878513336182,0.7760000228881836,0.7440000176429749
60.0,0.765656590461731,0.7839999794960022,0.7440000176429749
61.0,0.7676767706871033,0.7760000228881836,0.7440000176429749
62.0,0.7727272510528564,0.7839999794960022,0.7519999742507935
63.0,0.7767676711082458,0.7919999957084656,0.7680000066757202
64.0,0.7757575511932373,0.7760000228881836,0.7599999904632568
65.0,0.7707070708274841,0.7919999957084656,0.7440000176429749
66.0,0.773737370967865,0.7919999957084656,0.7519999742507935
67.0,0.7838383913040161,0.7919999957084656,0.7519999742507935
68.0,0.7777777910232544,0.7919999957084656,0.7760000228881836
69.0,0.7838383913040161,0.7919999957084656,0.7360000014305115
