use one gpu
using features: {'auwise', 'crossau', 'videos', 'si'}
using lr: 7e-05
using fold: 4
train size: 988, validate size: 127, test size: 125
Epoch: 0 | Train Accuracy: 0.5870445370674133 | Train Loss: 30.82749480009079
Epoch: 0 | Validate Accuracy: 0.6692913174629211 | Validate Loss: 60.49590269974836
Epoch: 0 | Test Accuracy: 0.6480000019073486 | Test Loss: 61.90518720245361
Epoch: 1 | Train Accuracy: 0.7348178029060364 | Train Loss: 29.053587019443512
Epoch: 1 | Validate Accuracy: 0.7401574850082397 | Validate Loss: 57.97360803198627
Epoch: 1 | Test Accuracy: 0.7120000123977661 | Test Loss: 59.3070118560791
Epoch: 2 | Train Accuracy: 0.8168016076087952 | Train Loss: 27.542915105819702
Epoch: 2 | Validate Accuracy: 0.7952755689620972 | Validate Loss: 55.87089145089698
Epoch: 2 | Test Accuracy: 0.7680000066757202 | Test Loss: 57.14239432525635
Epoch: 3 | Train Accuracy: 0.8481781482696533 | Train Loss: 26.28279024362564
Epoch: 3 | Validate Accuracy: 0.8267716765403748 | Validate Loss: 54.032608629211666
Epoch: 3 | Test Accuracy: 0.7839999794960022 | Test Loss: 55.685367195129395
Epoch: 4 | Train Accuracy: 0.8704453706741333 | Train Loss: 25.20901733636856
Epoch: 4 | Validate Accuracy: 0.8425197005271912 | Validate Loss: 52.53464990525734
Epoch: 4 | Test Accuracy: 0.7919999957084656 | Test Loss: 54.03092304611206
Epoch: 5 | Train Accuracy: 0.8856275081634521 | Train Loss: 24.281500816345215
Epoch: 5 | Validate Accuracy: 0.8425197005271912 | Validate Loss: 51.26655455086175
Epoch: 5 | Test Accuracy: 0.8080000281333923 | Test Loss: 52.8162667388916
Epoch: 6 | Train Accuracy: 0.8947368264198303 | Train Loss: 23.478635549545288
Epoch: 6 | Validate Accuracy: 0.8425197005271912 | Validate Loss: 50.14789264408623
Epoch: 6 | Test Accuracy: 0.8159999847412109 | Test Loss: 51.69942900466919
Epoch: 7 | Train Accuracy: 0.897773265838623 | Train Loss: 22.786464154720306
Epoch: 7 | Validate Accuracy: 0.8425197005271912 | Validate Loss: 49.23535287286353
Epoch: 7 | Test Accuracy: 0.8320000171661377 | Test Loss: 50.74140605926514
Epoch: 8 | Train Accuracy: 0.9008097052574158 | Train Loss: 22.17949205636978
Epoch: 8 | Validate Accuracy: 0.8425197005271912 | Validate Loss: 48.461468399979
Epoch: 8 | Test Accuracy: 0.8240000009536743 | Test Loss: 49.90410070800781
Epoch: 9 | Train Accuracy: 0.9028339982032776 | Train Loss: 21.648699402809143
Epoch: 9 | Validate Accuracy: 0.8425197005271912 | Validate Loss: 47.657018479399795
Epoch: 9 | Test Accuracy: 0.8240000009536743 | Test Loss: 49.53728011703491
