use one gpu
using features: ['d1d9']
using fold: 7
train size: 991, validate size: 124, test size: 125
Epoch: 0 | Train Accuracy: 0.5529767870903015 | Train Loss: 22.41415238380432
Epoch: 0 | Validate Accuracy: 0.5080645084381104 | Validate Loss: 46.51050309019704
Epoch: 0 | Test Accuracy: 0.5040000081062317 | Test Loss: 46.13027710437775
Epoch: 1 | Train Accuracy: 0.565085768699646 | Train Loss: 22.176737070083618
Epoch: 1 | Validate Accuracy: 0.5080645084381104 | Validate Loss: 46.58193417278029
Epoch: 1 | Test Accuracy: 0.5040000081062317 | Test Loss: 46.13959806680679
Epoch: 2 | Train Accuracy: 0.5852674245834351 | Train Loss: 22.029009997844696
Epoch: 2 | Validate Accuracy: 0.4677419364452362 | Validate Loss: 46.95709204962177
Epoch: 2 | Test Accuracy: 0.5040000081062317 | Test Loss: 46.20460286045074
Epoch: 3 | Train Accuracy: 0.6125125885009766 | Train Loss: 21.84815502166748
Epoch: 3 | Validate Accuracy: 0.4677419364452362 | Validate Loss: 47.785951364424925
Epoch: 3 | Test Accuracy: 0.527999997138977 | Test Loss: 46.31867631912231
Epoch: 4 | Train Accuracy: 0.624621570110321 | Train Loss: 21.652985394001007
Epoch: 4 | Validate Accuracy: 0.4838709533214569 | Validate Loss: 47.624678021477116
Epoch: 4 | Test Accuracy: 0.5440000295639038 | Test Loss: 46.35994372844696
Epoch: 5 | Train Accuracy: 0.6306760907173157 | Train Loss: 21.468608021736145
Epoch: 5 | Validate Accuracy: 0.5080645084381104 | Validate Loss: 47.08027926327721
Epoch: 5 | Test Accuracy: 0.5519999861717224 | Test Loss: 45.61022741413117
Epoch: 6 | Train Accuracy: 0.6569122076034546 | Train Loss: 21.30061411857605
Epoch: 6 | Validate Accuracy: 0.524193525314331 | Validate Loss: 46.78832657202598
Epoch: 6 | Test Accuracy: 0.5600000023841858 | Test Loss: 45.526725294589994
Epoch: 7 | Train Accuracy: 0.6548940539360046 | Train Loss: 21.124416291713715
Epoch: 7 | Validate Accuracy: 0.5403226017951965 | Validate Loss: 46.840248475151675
Epoch: 7 | Test Accuracy: 0.5600000023841858 | Test Loss: 45.27086830186844
Epoch: 8 | Train Accuracy: 0.6629667282104492 | Train Loss: 20.974560260772705
Epoch: 8 | Validate Accuracy: 0.5564516186714172 | Validate Loss: 46.43652302411295
Epoch: 8 | Test Accuracy: 0.5600000023841858 | Test Loss: 44.967694370746614
Epoch: 9 | Train Accuracy: 0.6498486399650574 | Train Loss: 20.848933517932892
Epoch: 9 | Validate Accuracy: 0.5483871102333069 | Validate Loss: 47.566405810175404
Epoch: 9 | Test Accuracy: 0.5680000185966492 | Test Loss: 45.99642146825791
Epoch: 10 | Train Accuracy: 0.6559031009674072 | Train Loss: 20.701360523700714
Epoch: 10 | Validate Accuracy: 0.5564516186714172 | Validate Loss: 47.44877720023355
Epoch: 10 | Test Accuracy: 0.5680000185966492 | Test Loss: 45.89081130170822
