use one gpu
using features: ['videos']
using lr: 0.0007
using fold: 6
train size: 991, validate size: 125, test size: 124
Epoch: 0 | Train Accuracy: 0.5116044282913208 | Train Loss: 23.029967963695526
Epoch: 0 | Validate Accuracy: 0.5120000243186951 | Validate Loss: 45.787355470657346
Epoch: 0 | Test Accuracy: 0.47580644488334656 | Test Loss: 46.16109466264325
Epoch: 1 | Train Accuracy: 0.52774977684021 | Train Loss: 22.717954874038696
Epoch: 1 | Validate Accuracy: 0.5440000295639038 | Validate Loss: 45.97762502098083
Epoch: 1 | Test Accuracy: 0.5080645084381104 | Test Loss: 46.00330158010606
Epoch: 2 | Train Accuracy: 0.5216952562332153 | Train Loss: 22.687813937664032
Epoch: 2 | Validate Accuracy: 0.4959999918937683 | Validate Loss: 45.9150528922081
Epoch: 2 | Test Accuracy: 0.5725806355476379 | Test Loss: 45.98673437824173
Epoch: 3 | Train Accuracy: 0.5529767870903015 | Train Loss: 22.243403792381287
Epoch: 3 | Validate Accuracy: 0.5360000133514404 | Validate Loss: 46.885466442108154
Epoch: 3 | Test Accuracy: 0.524193525314331 | Test Loss: 46.64987880231873
Epoch: 4 | Train Accuracy: 0.542885959148407 | Train Loss: 22.402021408081055
Epoch: 4 | Validate Accuracy: 0.46399998664855957 | Validate Loss: 46.48456251525879
Epoch: 4 | Test Accuracy: 0.5403226017951965 | Test Loss: 46.030940259175914
Epoch: 5 | Train Accuracy: 0.5449041128158569 | Train Loss: 22.298957645893097
Epoch: 5 | Validate Accuracy: 0.5120000243186951 | Validate Loss: 46.40816417407989
Epoch: 5 | Test Accuracy: 0.5161290168762207 | Test Loss: 45.84326485856887
Epoch: 6 | Train Accuracy: 0.5388496518135071 | Train Loss: 22.36047601699829
Epoch: 6 | Validate Accuracy: 0.5680000185966492 | Validate Loss: 46.75047716903686
Epoch: 6 | Test Accuracy: 0.47580644488334656 | Test Loss: 46.76141910014614
Epoch: 7 | Train Accuracy: 0.5438950657844543 | Train Loss: 22.184828519821167
Epoch: 7 | Validate Accuracy: 0.5120000243186951 | Validate Loss: 46.31962282800674
Epoch: 7 | Test Accuracy: 0.524193525314331 | Test Loss: 46.239145671167684
Epoch: 8 | Train Accuracy: 0.5721493363380432 | Train Loss: 21.81512463092804
Epoch: 8 | Validate Accuracy: 0.5120000243186951 | Validate Loss: 46.26350567245483
Epoch: 8 | Test Accuracy: 0.5 | Test Loss: 45.60260146904376
Epoch: 9 | Train Accuracy: 0.5761856436729431 | Train Loss: 21.685318291187286
Epoch: 9 | Validate Accuracy: 0.4880000054836273 | Validate Loss: 46.14432872104645
Epoch: 9 | Test Accuracy: 0.5 | Test Loss: 46.185289284394635
Epoch: 10 | Train Accuracy: 0.624621570110321 | Train Loss: 21.15988951921463
Epoch: 10 | Validate Accuracy: 0.5199999809265137 | Validate Loss: 46.20491474056244
Epoch: 10 | Test Accuracy: 0.524193525314331 | Test Loss: 45.3872397537193
Epoch: 11 | Train Accuracy: 0.5953582525253296 | Train Loss: 21.387445986270905
Epoch: 11 | Validate Accuracy: 0.5120000243186951 | Validate Loss: 46.290235688209535
Epoch: 11 | Test Accuracy: 0.5080645084381104 | Test Loss: 45.27141177125515
Epoch: 12 | Train Accuracy: 0.609485387802124 | Train Loss: 20.97155398130417
Epoch: 12 | Validate Accuracy: 0.5440000295639038 | Validate Loss: 46.06305323648453
Epoch: 12 | Test Accuracy: 0.524193525314331 | Test Loss: 45.60810672083209
Epoch: 13 | Train Accuracy: 0.6326942443847656 | Train Loss: 20.91249257326126
Epoch: 13 | Validate Accuracy: 0.5440000295639038 | Validate Loss: 45.80256718683243
