Epoch,Accuracy Train,Accuracy Validate,Accuracy Test
0.0,0.4979797899723053,0.46399998664855957,0.5040000081062317
1.0,0.5595959424972534,0.5440000295639038,0.5440000295639038
2.0,0.6070706844329834,0.5360000133514404,0.4959999918937683
3.0,0.6191919445991516,0.5360000133514404,0.4959999918937683
4.0,0.6242424249649048,0.5360000133514404,0.4959999918937683
5.0,0.6363636255264282,0.5360000133514404,0.4959999918937683
6.0,0.6272727251052856,0.5360000133514404,0.4880000054836273
7.0,0.6282828450202942,0.5360000133514404,0.4880000054836273
8.0,0.6373737454414368,0.5440000295639038,0.5440000295639038
9.0,0.6282828450202942,0.5360000133514404,0.5519999861717224
10.0,0.644444465637207,0.5440000295639038,0.6320000290870667
11.0,0.6383838653564453,0.5199999809265137,0.5600000023841858
12.0,0.6404040455818176,0.5519999861717224,0.656000018119812
13.0,0.6252525448799133,0.5519999861717224,0.6399999856948853
14.0,0.6434343457221985,0.5600000023841858,0.6399999856948853
15.0,0.6474747657775879,0.5600000023841858,0.671999990940094
16.0,0.6585858464241028,0.5600000023841858,0.6800000071525574
17.0,0.6484848260879517,0.5680000185966492,0.6959999799728394
18.0,0.6434343457221985,0.5759999752044678,0.6800000071525574
19.0,0.6494949460029602,0.6079999804496765,0.7039999961853027
20.0,0.6555555462837219,0.6159999966621399,0.7039999961853027
21.0,0.6474747657775879,0.6000000238418579,0.6880000233650208
22.0,0.6595959663391113,0.6000000238418579,0.6880000233650208
23.0,0.6636363863945007,0.6159999966621399,0.6880000233650208
24.0,0.6717171669006348,0.6480000019073486,0.7039999961853027
25.0,0.6515151262283325,0.6240000128746033,0.6880000233650208
26.0,0.6606060862541199,0.6320000290870667,0.7039999961853027
27.0,0.6727272868156433,0.5920000076293945,0.6959999799728394
28.0,0.6676767468452454,0.5680000185966492,0.6880000233650208
29.0,0.6676767468452454,0.5920000076293945,0.671999990940094
30.0,0.6767676472663879,0.5440000295639038,0.5759999752044678
31.0,0.6848484873771667,0.5360000133514404,0.5360000133514404
32.0,0.6898989677429199,0.5360000133514404,0.4959999918937683
33.0,0.7101010084152222,0.5360000133514404,0.4959999918937683
34.0,0.7676767706871033,0.7120000123977661,0.7120000123977661
35.0,0.773737370967865,0.6800000071525574,0.7440000176429749
36.0,0.7636363506317139,0.6959999799728394,0.7360000014305115
37.0,0.760606050491333,0.6880000233650208,0.7120000123977661
38.0,0.760606050491333,0.7039999961853027,0.7360000014305115
39.0,0.7626262903213501,0.6959999799728394,0.7279999852180481
40.0,0.7616161704063416,0.5920000076293945,0.6000000238418579
41.0,0.7696969509124756,0.7039999961853027,0.7279999852180481
42.0,0.7686868906021118,0.6959999799728394,0.7279999852180481
43.0,0.773737370967865,0.7120000123977661,0.7360000014305115
44.0,0.7636363506317139,0.6480000019073486,0.6880000233650208
45.0,0.7575757503509521,0.6959999799728394,0.6880000233650208
46.0,0.7727272510528564,0.7120000123977661,0.7279999852180481
47.0,0.7686868906021118,0.7039999961853027,0.7120000123977661
48.0,0.7595959305763245,0.7039999961853027,0.7360000014305115
49.0,0.7666666507720947,0.6959999799728394,0.7200000286102295
50.0,0.7636363506317139,0.7039999961853027,0.7360000014305115
51.0,0.7636363506317139,0.7360000014305115,0.7519999742507935
52.0,0.7616161704063416,0.7039999961853027,0.7360000014305115
53.0,0.7676767706871033,0.6880000233650208,0.7039999961853027
54.0,0.7747474908828735,0.7039999961853027,0.7360000014305115
55.0,0.7626262903213501,0.6800000071525574,0.7200000286102295
56.0,0.7696969509124756,0.7120000123977661,0.7279999852180481
57.0,0.7777777910232544,0.7039999961853027,0.7440000176429749
58.0,0.7717171907424927,0.7120000123977661,0.7279999852180481
59.0,0.760606050491333,0.7039999961853027,0.7200000286102295
60.0,0.7727272510528564,0.6800000071525574,0.7120000123977661
61.0,0.7686868906021118,0.7200000286102295,0.7120000123977661
62.0,0.7717171907424927,0.6399999856948853,0.7279999852180481
63.0,0.7696969509124756,0.6959999799728394,0.7440000176429749
64.0,0.7757575511932373,0.7120000123977661,0.7200000286102295
65.0,0.7696969509124756,0.7120000123977661,0.7440000176429749
66.0,0.7626262903213501,0.6880000233650208,0.7279999852180481
67.0,0.7767676711082458,0.6959999799728394,0.7279999852180481
68.0,0.765656590461731,0.7039999961853027,0.7039999961853027
69.0,0.7626262903213501,0.7039999961853027,0.7360000014305115
