Epoch,Accuracy Train,Accuracy Validate,Accuracy Test
0.0,0.5106167793273926,0.4920634925365448,0.5040000081062317
1.0,0.5530838966369629,0.5158730149269104,0.5519999861717224
2.0,0.5884732007980347,0.5158730149269104,0.5600000023841858
3.0,0.6117290258407593,0.5317460298538208,0.5680000185966492
4.0,0.6137512922286987,0.5317460298538208,0.5920000076293945
5.0,0.6258847117424011,0.5396825671195984,0.6000000238418579
6.0,0.6238625049591064,0.5396825671195984,0.6079999804496765
7.0,0.6177957653999329,0.5555555820465088,0.6159999966621399
8.0,0.62992924451828,0.5555555820465088,0.5920000076293945
9.0,0.6349848508834839,0.5476190447807312,0.5920000076293945
10.0,0.6461071968078613,0.5476190447807312,0.6240000128746033
11.0,0.6461071968078613,0.5476190447807312,0.6079999804496765
12.0,0.6501516699790955,0.5555555820465088,0.6159999966621399
13.0,0.6521739363670349,0.5634920597076416,0.5839999914169312
14.0,0.6612740159034729,0.5714285969734192,0.5839999914169312
15.0,0.656218409538269,0.5555555820465088,0.5839999914169312
16.0,0.6683518886566162,0.5634920597076416,0.5680000185966492
17.0,0.6693630218505859,0.5,0.5360000133514404
18.0,0.6855409741401672,0.460317462682724,0.4959999918937683
19.0,0.730030357837677,0.5476190447807312,0.5519999861717224
20.0,0.7340748310089111,0.6507936716079712,0.6000000238418579
21.0,0.7421637773513794,0.6984127163887024,0.671999990940094
22.0,0.7512639164924622,0.5952380895614624,0.5680000185966492
23.0,0.7532861232757568,0.6428571343421936,0.5839999914169312
24.0,0.7583417296409607,0.7777777910232544,0.7360000014305115
25.0,0.7553083896636963,0.5396825671195984,0.5040000081062317
26.0,0.7573306560516357,0.817460298538208,0.7760000228881836
27.0,0.7765419483184814,0.7539682388305664,0.7279999852180481
28.0,0.7360970973968506,0.7063491940498352,0.6480000019073486
29.0,0.7532861232757568,0.7698412537574768,0.7200000286102295
30.0,0.7431749105453491,0.738095223903656,0.7039999961853027
31.0,0.756319522857666,0.8253968358039856,0.7519999742507935
32.0,0.7451971769332886,0.817460298538208,0.7599999904632568
33.0,0.7623862624168396,0.7936508059501648,0.7039999961853027
34.0,0.7573306560516357,0.7539682388305664,0.7440000176429749
35.0,0.7674418687820435,0.7460317611694336,0.7200000286102295
36.0,0.7644084692001343,0.6984127163887024,0.6320000290870667
37.0,0.7623862624168396,0.5396825671195984,0.5120000243186951
38.0,0.7603639960289001,0.7539682388305664,0.6959999799728394
39.0,0.7593528628349304,0.817460298538208,0.7440000176429749
40.0,0.7573306560516357,0.7777777910232544,0.7440000176429749
41.0,0.7714863419532776,0.7936508059501648,0.7360000014305115
42.0,0.7522750496864319,0.7857142686843872,0.7039999961853027
43.0,0.7674418687820435,0.7142857313156128,0.6320000290870667
44.0,0.7633973956108093,0.6904761791229248,0.6159999966621399
45.0,0.7573306560516357,0.7539682388305664,0.7120000123977661
46.0,0.7573306560516357,0.738095223903656,0.6639999747276306
47.0,0.7553083896636963,0.7539682388305664,0.6880000233650208
48.0,0.7745197415351868,0.7222222089767456,0.6399999856948853
49.0,0.7603639960289001,0.7301587462425232,0.6880000233650208
50.0,0.756319522857666,0.7063491940498352,0.6800000071525574
51.0,0.7633973956108093,0.60317462682724,0.5680000185966492
52.0,0.7553083896636963,0.817460298538208,0.7599999904632568
53.0,0.7704752087593079,0.7857142686843872,0.7599999904632568
54.0,0.7633973956108093,0.7936508059501648,0.7599999904632568
55.0,0.7633973956108093,0.7698412537574768,0.7440000176429749
56.0,0.7674418687820435,0.7936508059501648,0.7200000286102295
57.0,0.7603639960289001,0.738095223903656,0.6880000233650208
58.0,0.7542972564697266,0.682539701461792,0.6079999804496765
59.0,0.756319522857666,0.7460317611694336,0.6800000071525574
60.0,0.7623862624168396,0.7301587462425232,0.6959999799728394
61.0,0.7542972564697266,0.761904776096344,0.7039999961853027
62.0,0.7775530815124512,0.761904776096344,0.7440000176429749
63.0,0.7613751292228699,0.6904761791229248,0.6800000071525574
64.0,0.7765419483184814,0.7698412537574768,0.7440000176429749
65.0,0.7674418687820435,0.7698412537574768,0.7120000123977661
66.0,0.7613751292228699,0.5396825671195984,0.4959999918937683
67.0,0.765419602394104,0.7857142686843872,0.7680000066757202
68.0,0.7684530019760132,0.7936508059501648,0.7760000228881836
69.0,0.7795753479003906,0.7698412537574768,0.7360000014305115
